Date,Pays,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
2021-01-22,Afghanistan,54483,2370,46912,4.35,86.10,9.55
2021-01-22,Antigua-et-Barbuda,195,6,162,3.08,83.08,13.85
2021-01-22,Albanie,70655,1303,42895,1.84,60.71,37.45
2021-01-22,Arménie,165711,3030,154259,1.83,93.09,5.08
2021-01-22,Angola,19269,452,17223,2.35,89.38,8.27
2021-01-22,Argentine,1853830,46575,1636826,2.51,88.29,9.19
2021-01-22,Autriche,401886,7330,378408,1.82,94.16,4.02
2021-01-22,Australie,28760,909,25972,3.16,90.31,6.53
2021-01-22,Azerbaïdjan,228526,3064,219019,1.34,95.84,2.82
2021-01-22,Bosnie-Herzégovine,119420,4555,90691,3.81,75.94,20.24
2021-01-22,Barbade,1156,9,493,0.78,42.65,56.57
